APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5137007027,40001,JAMES WOOD APARTMENTS,In-Service,NEW CONSTRUCTION,"1328 W JAMES M. WOOD BLVD 1-18  Los Angeles, CA 90015",1,1,PICO-UNION,18,18,FAMILY,No,0,10/18/2007,3233454,14858587,2100000,20192041,2008,"DECRO CORPORATION,",DE LOS ANGELES LLC,N/A,click here (http://hcidapp.lacity.org/mpphotos/040001/Photo/Website/James%20Woods%20(1).jpg),61,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040001&LutSiteCD=1),C-107940,2024-08-05T00:00:00.000,-118.27022,34.04899,POINT (-118.27022 34.04899)
5492034006,07-117233,HDR I & II (SITE 8),In-Service,REHAB,"111 S AVENUE 63  Los Angeles, CA 90042",14,8,HIGHLAND PARK,18,125,FAMILY,No,0,07/01/2007,0,8116043,6787000,14903043,2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=8),,2024-08-05T00:00:00.000,-118.18299,34.11442,POINT (-118.18299 34.11442)
6058007004,11-118571,LA PRO II,In-Service,N/A,"10311 S WESTERN AVE  Los Angeles, CA 90047",8,1,GRAMERCY PLACE,123,123,N/A,No,0,03/21/2012,2000000,31674331,0,33674331,2013,LA Pro II Preservation Limited Partnership,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6671,click here (http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website/LA%20PRO%20II%2010311_S._Western.JPG),208,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118571&LutSiteCD=1),C-120242,2024-08-05T00:00:00.000,-118.30933,33.94237,POINT (-118.30933 33.94237)
6075020013,05-117193,LEEWARD APTS. (SITE 2),In-Service,REHAB,"10915 S FIGUEROA ST  Los Angeles, CA 90061",8,2,FIGUEROA PARK SQUARE,0,257,FAMILY,No,0,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=2),,2024-08-05T00:00:00.000,-118.28279,33.93696,POINT (-118.28279 33.93696)
2212003014,22-128926,VISTA TERRACE,Development,N/A,8134 N VAN NUYS BLVD CA 91402,6,1,PANORAMA CITY,102,102,FAMILY,Yes,24,03/06/2023,0,0,0,0,Development,Thomas Safran & Associates Development Inc.,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=22-128926&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.44857,34.21902,POINT (-118.44857 34.21902)
5080031055,70037,THE ARDMORE,In-Service,NEW CONSTRUCTION,"959 S ARDMORE AVE  Los Angeles, CA 90006",10,1,KOREATOWN,48,48,FAMILY,No,0,10/19/2007,3673280,17331397,0,21004677,2010,"AMERICAN COMMUNITIES, LLC",THE JOHN STEWART COMPANY,(213) 787-2700,"click here (http://hcidapp.lacity.org/mpphotos/070037/Photo/Website/CD%2010%20-%20Ardmore,%20The.png)",171,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070037&LutSiteCD=1),C-112507,2024-08-05T00:00:00.000,-118.30225,34.05384,POINT (-118.30225 34.05384)
6111025905,12-118781,SAGE PARK,In-Service,NEW CONSTRUCTION,"1310 W 177TH ST  Gardena, CA 90248",15,1,HARBOR GATEWAY,90,90,FAMILY,No,0,04/03/2013,3473070,24597678,0,28070748,2014,BRIDGE Housing Corporation - SoCal,BRIDGE PROPERTY MANAGEMENT CO.,(424) 419-5101,click here (http://hcidapp.lacity.org/mpphotos/12-118781/Photo/Website/150_2481.png),279,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118781&LutSiteCD=1),C-121988,2024-08-05T00:00:00.000,-118.29781,33.87019,POINT (-118.29781 33.87019)
5492023001,20284,PISGAH VILLAGE,In-Service,REHAB,"6000 E ECHO ST  Los Angeles, CA 90042",14,1,HIGHLAND PARK,47,47,SENIORS,No,0,11/09/2004,3100000,6275599,0,9375599,2009,"W.O.R.K.S.,",SOLARI ENTERPRISES INC.,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/020284/Photo/Website/CD%201%20-%20Pisgah%20Village.jpg),30,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020284&LutSiteCD=1),C-107615,2024-08-05T00:00:00.000,-118.18819,34.1104,POINT (-118.18819 34.1104)
6074024900,18-124726,ISLA DE LOS ANGELES,In-Service,NEW CONSTRUCTION,"283 W IMPERIAL HWY  Los Angeles, CA 90061",8,1,CENTURY PALMS/COVE,54,54,SPECIAL NEEDS,Yes,53,03/26/2020,17240000,15637111,4700000,37577111,2024,Clifford Beers Housing,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/18-124726/Photo/Website/Isla.JPG),536,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124726&LutSiteCD=1),C-135324,2024-08-05T00:00:00.000,-118.27894,33.93116,POINT (-118.27894 33.93116)
5154031033,60068,VILLAS DEL LAGO,In-Service,NEW CONSTRUCTION,"456 S LAKE ST  Los Angeles, CA 90057",1,1,WESTLAKE,74,74,FAMILY,No,0,02/14/2007,5282280,20093729,0,25376009,2008,"W.O.R.K.S.,",FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/060068/Photo/Website/CD%201%20-%20Villas%20Del%20Lago.jpg),152,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060068&LutSiteCD=1),C-111302,2024-08-05T00:00:00.000,-118.27495,34.06145,POINT (-118.27495 34.06145)
5164009012,15-121799,SKID ROW SOUTHEAST 1 RECAP (SITE 2),In-Service,ACQUISITION + REHAB,"1205 E 6TH ST  Los Angeles, CA 90021",14,2,WHOLESALE DISTRICT,60,108,SPECIAL NEEDS,Yes,53,12/03/2015,0,13103064,0,13103064,2018,SRHT Property Holding Company LLC,SKID ROW PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-121799&LutSiteCD=2),"C-118682,C-126697,C-126698",2024-08-05T00:00:00.000,-118.238,34.03828,POINT (-118.238 34.03828)
6032014015,23-130497,MANCHESTER APARTMENTS,Development,NEW CONSTRUCTION,"823 W MANCHESTER AVE  Los Angeles, CA 90044",8,1,VERMONT VISTA,42,42,SENIORS,No,0,01/23/2024,3975678,0,0,3975678,Development,N/A,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=23-130497&LutSiteCD=1),C-144933,2024-08-05T00:00:00.000,-118.2876,33.96021,POINT (-118.2876 33.96021)
5147009027,21-128633,CROCKER (UMEYA) APARTMENTS,Development,NEW CONSTRUCTION,411 S TOWNE AVE CA 90013,14,1,LITTLE TOKYO,175,175,SPECIAL NEEDS,Yes,87,04/18/2023,10180000,0,0,10180000,Development,LTSC Community Development Corporation,LEVINE MANAGEMENT GROUP,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128633&LutSiteCD=1),C-143123,2024-08-05T00:00:00.000,-118.2417,34.04447,POINT (-118.2417 34.04447)
5114026039,70032,RITTENHOUSE SQUARE,In-Service,NEW CONSTRUCTION,"3310 S CENTRAL AVE  Los Angeles, CA 90011",9,1,CENTRAL,100,100,SENIORS,No,0,02/19/2008,5683872,22735937,0,28419809,2009,"THOMAS SAFRAN & ASSOCIATES,",THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/070032/Photo/Website/CD%209%20-%20Rittenhouse%20Square.jpg),245,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070032&LutSiteCD=1),C-113128,2024-08-05T00:00:00.000,-118.25635,34.0131,POINT (-118.25635 34.0131)
6046019903,16-123328,JORDAN DOWNS PHASE 1B,In-Service,NEW CONSTRUCTION,"2020 E 97TH ST  LOS ANGELES, CA 90002",15,1,WATTS,135,135,FAMILY,No,0,06/14/2018,0,37109157,32650000,69759157,2020,"The Michaels Development Company I, L.P.",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),775,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123328&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.23657,33.94759,POINT (-118.23657 33.94759)
5124031013,70172,TWO WORLD APARTMENTS,In-Service,REHAB,"809 W 23RD ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,96,96,SENIORS,No,0,02/11/2008,3225000,17094146,0,20319146,2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website/Two%20Worlds%20809%20W.%2023rd%20St.%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=1),C-113107,2024-08-05T00:00:00.000,-118.27779,34.03256,POINT (-118.27779 34.03256)
5124024009,15-122656,ST. JAMES PARK,In-Service,ACQUISITION + REHAB,"839 W ADAMS BLVD 1-18  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,18,104,FAMILY,No,0,05/16/2016,0,27481703,9879228,37360931,2018,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122656&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.28059,34.03043,POINT (-118.28059 34.03043)
5155003005,20289,LA 78 PRESERVATION PROJECT (SITE 3),In-Service,N/A,"135 S RENO ST  Los Angeles, CA 90057",13,3,TEMPLE-BEAUDRY,10,78,N/A,No,0,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=3),,2024-08-05T00:00:00.000,-118.28203,34.07056,POINT (-118.28203 34.07056)
5153015003,04-117264,WITMER MANOR PRESERVATION APTS.,In-Service,REHAB,"201 S WITMER ST  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,238,238,FAMILY,No,0,07/28/2004,0,6846132,8834003,15680135,2006,"HAMPSTEAD PARTNERS, INC.",ALPHA PROPERTY MANAGEMENT INC.,(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/04-117264/Photo/Website/witmer2.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=04-117264&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.26172,34.06088,POINT (-118.26172 34.06088)
5433023040,11-118594,SILVERLAKE APARTMENTS,In-Service,REHAB,"3740 W EVANS ST  Los Angeles, CA 90027",4,1,SILVERLAKE,88,88,FAMILY,No,0,10/02/2013,0,16093022,9300000,25393022,2014,"Silverlake VOA Affordable Housing, L.P.","SILVERLAKE VOA AFFORDABLE HOUSING, L.P.",(804) 739-4812,click here (http://hcidapp.lacity.org/mpphotos/11-118594/Photo/Website/Silverlake.png),84,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118594&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.27342,34.10588,POINT (-118.27342 34.10588)
6121021011,22-129469,18602 S VERMONT,Development,ACQUISITION + REHAB,18602 S VERMONT AVE CA 90248,15,1,HARBOR GATEWAY,136,136,AT-RISK,Yes,134,03/19/2024,15672302.58,0,0,15672302.58,Development,CRCD Vermont LP,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=22-129469&LutSiteCD=1),"C-144938,C-144939",2024-08-05T00:00:00.000,-118.28753,33.86037,POINT (-118.28753 33.86037)
2783025103,22-129471,19325 LONDELIUS (THE LONDIE),Development,ACQUISITION + REHAB,19325 W LONDELIUS ST CA 91324,12,1,CHATSWORTH,117,117,SPECIAL NEEDS,Yes,115,02/23/2024,24727357.84,0,0,24727357.84,Development,Volunteers of America of Los Angeles,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=22-129471&LutSiteCD=1),"C-144991,C-144992",2024-08-05T00:00:00.000,-118.55461,34.22999,POINT (-118.55461 34.22999)
2322020066,11-118721,HAMLIN ESTATES,In-Service,ACQUISITION + REHAB,"11735 W HAMLIN ST  North Hollywood, CA 91606",2,1,NORTH HOLLYWOOD,30,30,FAMILY,No,0,03/06/2013,0,2936450,3211916,6148366,2014,"The Hampstead Group, Inc",FAIRSTEAD AFFORDABLE,(212) 798-4080,click here (http://hcidapp.lacity.org/mpphotos/11-118721/Photo/Website/Hamlin150_1749.JPG),27,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118721&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.38942,34.18884,POINT (-118.38942 34.18884)
7449014006,20-127587,BEACON LANDING (FKA BEACON PSH),In-Service,NEW CONSTRUCTION,"319 N BEACON ST  SAN PEDRO, CA 90731",15,1,SAN PEDRO,89,89,SPECIAL NEEDS,Yes,88,02/04/2022,8555556,0,0,8555556,2023,Abode Communities,ABODE COMMUNITIES,(213) 225-2866,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-127587&LutSiteCD=1),C-139850,2024-08-05T00:00:00.000,-118.28055,33.74559,POINT (-118.28055 33.74559)
5075006018,40067,ROYALS APARTMENTS (SITE 3),In-Service,REHAB,"1327 S CATALINA ST  Los Angeles, CA 90006",1,3,HARVARD HEIGHTS,16,115,FAMILY,No,0,05/06/2005,1100000,13039479,0,14139479,2006,"Preservation Partners Management Group, Inc.",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site3/royalscatalina1327catalina315072of6(PNG).png),49,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040067&LutSiteCD=3),C-108105,2024-08-05T00:00:00.000,-118.29489,34.04642,POINT (-118.29489 34.04642)
5036012028,06-117222,WINDWARD APTS (A/B) (SITE 7),In-Service,REHAB,"3881 S DENKER AVE  Los Angeles, CA 90062",8,7,EXPOSITION PARK,16,232,FAMILY,No,0,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=7),,2024-08-05T00:00:00.000,-118.30466,34.015,POINT (-118.30466 34.015)
5036023014,11-118571,LA PRO II (SITE 3),In-Service,N/A,"3909 S DENKER AVE  Los Angeles, CA 90062",8,3,EXPOSITION PARK,0,123,N/A,No,0,03/21/2012,2000000,31674331,0,33674331,2013,LA Pro II Preservation Limited Partnership,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6671,click here (http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site3/la%20pro%20ii%2011-118571c.JPG),208,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118571&LutSiteCD=3),C-120242,2024-08-05T00:00:00.000,-118.30466,34.01413,POINT (-118.30466 34.01413)
5544019002,80004,HOLLYWOOD BUNGALOW COURTS (SITE 3),In-Service,ACQUISITION + REHAB,"1544 N SERRANO AVE  LOS ANGELES, CA 90027",13,3,THAI TOWN,8,42,FAMILY,Yes,5,11/20/2008,4390000,17823840,0,22213840,2010,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/080004/Photo/Website%20Site3/Cd%2013%20-%20Hollywood%20Bungalows%20-%201544%20Serrano.png),104,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080004&LutSiteCD=3),C-114816,2024-08-05T00:00:00.000,-118.30697,34.09961,POINT (-118.30697 34.09961)
5127029902,20-126934,LA PRENSA LIBRE - 4%,In-Service,DEMO/NEW CONSTRUCTION,"210 E WASHINGTON BLVD  Los Angeles, CA 90015",9,1,UNIVERSITY PARK,63,63,FAMILY,Yes,25,11/18/2020,6334820,36166116,11526086,54027022,2024,AMCAL Multi-Housing Inc,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-126934&LutSiteCD=1),C-137345,2024-08-05T00:00:00.000,-118.2633,34.03014,POINT (-118.2633 34.03014)
2537001032,10-117638,OSBORNE PLACE APARTMENTS,In-Service,NEW CONSTRUCTION,"12230-12232 W Osborne PL  Los Angeles, CA 91331",7,1,PACOIMA,64,64,SPECIAL NEEDS,Yes,62,03/14/2011,816074,27660460,0,28476534,2012,"A COMMUNITY OF FRIENDS,",EAH HOUSING,N/A,click here (http://hcidapp.lacity.org/mpphotos/10-117638/Photo/Website/10-117638%20.JPG),266,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117638&LutSiteCD=1),C-118598,2024-08-05T00:00:00.000,-118.39991,34.26094,POINT (-118.39991 34.26094)
5124031012,20291,ALEGRIA APARTMENTS,In-Service,REHAB,"801 W 23RD ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,15,15,FAMILY,No,0,10/30/2003,602162,3087124,0,3689286,2004,"ESPERANZA COMMUNITY HOUSING,",ABODE COMMUNITIES,(213) 225-2772,click here (http://hcidapp.lacity.org/mpphotos/020291/Photo/Website/CD%201%20-%20Alegria%20-%20020291.jpg),15,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020291&LutSiteCD=1),C-105818,2024-08-05T00:00:00.000,-118.27764,34.03251,POINT (-118.27764 34.03251)
5143013034,16-123081,CRESCENT VILLAGES (RECAP) (SITE 2),In-Service,ACQUISITION + REHAB,"1315 W 7TH ST  Los Angeles, CA 90017",1,2,WESTLAKE,32,144,FAMILY,No,0,12/01/2016,535608,15855122,10144000,26534730,1998,"Valued Housing II, LLC",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123081&LutSiteCD=2),C-86439,2024-08-05T00:00:00.000,-118.26825,34.05276,POINT (-118.26825 34.05276)
5036023007,05-117193,LEEWARD APTS. (SITE 9),In-Service,REHAB,"3918 S LA SALLE AVE  Los Angeles, CA 90062",8,9,EXPOSITION PARK,0,257,FAMILY,No,0,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=9),,2024-08-05T00:00:00.000,-118.30555,34.01386,POINT (-118.30555 34.01386)
5501002036,15-122538,PATH METRO VILLAS PHASE 2 (SITE 2),In-Service,NEW CONSTRUCTION,"333 N WESTMORELAND AVE  LOS ANGELES, CA 90004",13,2,SILVERLAKE,0,122,SPECIAL NEEDS,Yes,0,12/13/2017,7713721,48351139,0,56064860,2020,PATH Ventures,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/15-122538/Photo/Website%20Site2/PATH%20II%20Metro%20Villas.jpg),302,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122538&LutSiteCD=2),"C-130582,C-130583",2024-08-05T00:00:00.000,-118.28852,34.07762,POINT (-118.28852 34.07762)
5141010004,20273,TIDES SENIORS APARTMENTS,In-Service,NEW CONSTRUCTION,"623 S RAMPART BLVD  Los Angeles, CA 90057",1,1,WESTLAKE,36,36,SENIORS,No,0,10/22/2002,621614,4867990,0,5489604,2005,"LOS ANGELES HOUSING PARTNERSHIP,",FPI MANAGEMENT,(714) 641-5110,"click here (http://hcidapp.lacity.org/mpphotos/020273/Photo/Website/CD%201%20-%20Tides,%20The.JPG)",5,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020273&LutSiteCD=1),C-103959,2024-08-05T00:00:00.000,-118.28198,34.06178,POINT (-118.28198 34.06178)
4259020900,18-124727,MISSOURI PLACE APARTMENTS (FKA MISSOURI & BUNDY),In-Service,NEW CONSTRUCTION,"11950 W MISSOURI AVE  Los Angeles, CA 90025",11,1,WEST LOS ANGELES,74,74,SPECIAL NEEDS,Yes,44,10/22/2019,11520000,18908803,14036602,44465405,2022,Thomas Safran & Associates Development Inc.,THOMAS SAFRAN & ASSOCIATES INC.,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/18-124727/Photo/Website/Missouri.JPG),470,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124727&LutSiteCD=1),C-134259,2024-08-05T00:00:00.000,-118.45663,34.03536,POINT (-118.45663 34.03536)
5547006014,15-122495,HCHC RECAP I (SITE 3),In-Service,ACQUISITION + REHAB,"6501 W YUCCA ST  HOLLYWOOD, CA 90028",13,3,HOLLYWOOD,23,68,FAMILY,Yes,3,12/29/2015,0,7026512,1126600,8153112,2017,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INC.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),57,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122495&LutSiteCD=3),"C-126917,C-130859,C-89399-1",2024-08-05T00:00:00.000,-118.33134,34.10415,POINT (-118.33134 34.10415)
5018034019,40050,MANSI TOWN HOMES,In-Service,N/A,"4520 S FIGUEROA ST 1-21  Los Angeles, CA 90037",9,1,SOUTH PARK,21,21,FAMILY,No,0,02/03/2005,892500,4654752,0,5547252,2007,"MANSI TOWN HOMES L.P.,","MANSI TOWN HOMES L.P.,",(323) 465-6611,click here (http://hcidapp.lacity.org/mpphotos/040050/Photo/Website/CD%209%20-%20Mansi%20Town%20Homes%20-%20040050.jpg),40,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040050&LutSiteCD=1),C-107871,2024-08-05T00:00:00.000,-118.28243,34.00221,POINT (-118.28243 34.00221)
6018003034,22-128882,1654 WEST FLORENCE AVE.,Development,ACQUISITION + REHAB,1654 W FLORENCE AVE CA 90047,8,1,MANCHESTER SQUARE,127,127,SPECIAL NEEDS,Yes,126,01/19/2024,25401344.74,0,0,25401344.74,Development,"Linc-Florence APTS, LP",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=22-128882&LutSiteCD=1),"C-144787,C-144788",2024-08-05T00:00:00.000,-118.30589,33.97428,POINT (-118.30589 33.97428)
2221019117,13-119140,VISTAS APARTMENTS,In-Service,ACQUISITION + REHAB,"15211 W SHERMAN WAY 1-99  VAN NUYS, CA 91405",6,1,VAN NUYS,84,84,SENIORS,No,0,09/25/2013,0,11506201,10707645,22213846,2014,"RETIREMENT HOUSING FOUNDATION,","FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5116,click here (http://hcidapp.lacity.org/mpphotos/13-119140/Photo/Website/Vistas%20Apartmetns.png),79,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119140&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.46478,34.20145,POINT (-118.46478 34.20145)
6065001052,60059,IMANI FE EAST & WEST,In-Service,NEW CONSTRUCTION,"10424 S CENTRAL AVE 1-49  Los Angeles, CA 90002",15,1,WATTS,49,92,FAMILY,No,0,02/24/2007,6001178,31661768,0,37662946,2010,Grant Housing & Econ Dev Corp,AEGON ASSET MANAGEMENT,N/A,click here (http://hcidapp.lacity.org/mpphotos/060059/Photo/Website/CD_8_-_Imani_Fe_West.png),242,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060059&LutSiteCD=1),C-111300,2024-08-05T00:00:00.000,-118.25393,33.94133,POINT (-118.25393 33.94133)
2317010001,19-125820,SIMPSON ARBOR APARTMENTS,In-Service,ACQUISITION + REHAB,"7507 N SIMPSON AVE  NORTH HOLLYWOOD, CA 91605",2,1,SUN VALLEY,83,83,FAMILY,No,0,07/16/2019,0,30468473,10560000,41028473,2022,Brookmore Apartment Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125820&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.3893,34.20677,POINT (-118.3893 34.20677)
5160005028,40007,TEMPLE VILLAS,In-Service,NEW CONSTRUCTION,"1421 W TEMPLE ST 1-52  Los Angeles, CA 90026",1,1,ECHO PARK,52,52,FAMILY,No,0,05/03/2005,3137768,10165531,0,13303299,2007,"TEMPLE VILLAS. L.P.,",COMMUNITY HOUSING MANAGEMENT SERVICES,(562) 597-6200,click here (http://hcidapp.lacity.org/mpphotos/040007/Photo/Website/CD%201%20-%20Temple%20Villas%20-%20040007.jpg),62,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040007&LutSiteCD=1),C-108090,2024-08-05T00:00:00.000,-118.25731,34.06798,POINT (-118.25731 34.06798)
